Id,Company,Model,Variant,FuelType,Colour,Kilometer,BodyStyle,TransmissionType,ManufactureDate,ModelYear,CngKit,Price,Owner,DealerState,DealerName,City,Warranty,QualityScore,HasCNG
587853,Hyundai,ELITE I20,MAGNA PLUS 1.2,PETROL,Grey,47615,HATCHBACK,manual,2019-01-06,2019,,650000.0,1.0,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.4,0
587862,Hyundai,ELITE I20,ASTA 1.2,PETROL,Grey,34337,HATCHBACK,Automatic,2017-01-06,2017,,700000.0,1.0,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.1,0
587945,Mahindra,XYLO,H8 ABS BS IV,DIESEL,Black,116959,MUV,Manual,2014-01-10,2014,,475000.0,1.0,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,0,6.8,0
588036,Ford,ECOSPORT,TITANIUM 1.5 TI VCT,PETROL,Brown,94390,SUV,Manual,2016-01-08,2016,,585000.0,1.0,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,0,7.3,0
588123,Maruti Suzuki,BALENO,ALPHA 1.2,PETROL,Blue,30149,HATCHBACK,,2018-01-04,2018,,750000.0,1.0,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.2,0
588247,Renault,DUSTER,RXL PETROL,PETROL,Pearl white,35599,SUV,Manual,2018-01-01,2018,,815000.0,1.0,Karnataka,Cardiction,Bangalore,1,8.0,0
588384,Ford,ASPIRE,TITANIUM 1.2 TI-VCT O,PETROL,Red,36961,SEDAN,,2015-01-09,2015,,495000.0,1.0,Karnataka,Top Gear Cars,Bangalore,1,7.8,0
588399,Ford,ASPIRE(2015_2018),TITANIUM 1.5 TI-VCT AT,PETROL,Smoke grey,50130,SEDAN,,2015-01-12,2015,,545000.0,1.0,Karnataka,Top Gear Cars,Bangalore,1,7.5,0
588517,Hyundai,CRETA,EX 1.5 PETROL,PETROL,Intense black,54260,SUV,Automatic,2021-01-01,2021,,1175000.0,1.0,Karnataka,Zippy Automart,Bangalore,1,8.3,0
588590,Mahindra,BOLERO,POWER PLUS ZLX,DIESEL,Diamond white,82484,SUV,Manual,2018-01-09,2018,,885000.0,1.0,Karnataka,Cardiction,Bangalore,1,7.7,0
588630,Hyundai,ELITE I20,ASTA O 1.2,PETROL,Red,48899,HATCHBACK,manual,2018-01-04,2018,,830000.0000000001,2.0,Karnataka,Cardiction,Bangalore,1,8.1,0
588636,Maruti Suzuki,CELERIO,VXI AMT,PETROL,Grey,47538,HATCHBACK,MANUAL,2017-01-04,2017,,545000.0,1.0,Karnataka,Cardiction,Bangalore,0,8.3,0
588685,Ford,FIGO,BASE 1.2 TI-VCT,PETROL,Black,43563,HATCHBACK,Manual,2015-01-11,2015,,455000.0,1.0,Karnataka,Top Gear Cars,Bangalore,1,8.0,0
588686,Datsun,GO,T O,PETROL,Grey,37773,HATCHBACK,,2017-01-01,2017,,345000.0,1.0,Karnataka,Top Gear Cars,Bangalore,1,8.4,0
588697,Maruti Suzuki,BALENO,ZETA,PETROL,Metalic grey,45216,HATCHBACK,,2019-01-09,2019,,750000.0,1.0,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.5,0
588753,Tata,TIAGO,XZ 1.2 RTN BS4,PETROL,Red,11951,HATCHBACK,,2017-01-10,2017,,585000.0,1.0,Karnataka,Top Gear Cars,Bangalore,1,8.3,0
588758,Hyundai,I20,ASTA 1.4 CRDI,DIESEL,Blue,68017,HATCHBACK,Manual,2017-01-11,2017,,795000.0,1.0,Karnataka,Top Gear Cars,Bangalore,0,8.1,0
588760,Tata,TIAGO,REVOTRON XZA,PETROL,Red,48928,HATCHBACK,,2018-01-08,2018,,595000.0,1.0,Karnataka,Top Gear Cars,Bangalore,0,8.4,0
588860,Maruti Suzuki,RITZ,GENUS VDI,DIESEL,Blue,94675,HATCHBACK,Manual,2010-01-10,2010,,345000.0,2.0,Karnataka,Zippy Automart,Bangalore,0,6.9,0
588872,Hyundai,I20(2012-2014),ASTA 1.2,PETROL,Silver,61207,HATCHBACK,,2014-01-09,2014,,495000.0,1.0,Karnataka,PROPEL MOTORS,Bangalore,1,7.6,0
588874,Ford,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Orange,52126,SUV,Manual,2017-01-03,2017,,765000.0,2.0,Karnataka,PROPEL MOTORS,Bangalore,1,7.5,0
588884,Renault,KWID(2015_2019),1.0 RXT AMT O,PETROL,Red,25351,HATCHBACK,,2016-01-11,2016,,434999.99999999994,1.0,Karnataka,Renew 4 u Automobiles PVT Ltd ,Bangalore,1,8.1,0
588980,Maruti Suzuki,CELERIO,ZXI MT,PETROL,G. red,93544,HATCHBACK,MANUAL,2018-01-06,2018,,470000.0,1.0,Karnataka,Sireesh Auto Pvt Ltd,Bangalore,1,8.0,0
555463,Honda,CITY,SV MT PETROL,PETROL,Brown,48302,SEDAN,Manual,2017-01-01,2017,,700000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.6,0
557826,Skoda,RAPID,1.5 TDI CR AMBITION,DIESEL,Silver,124654,SEDAN,Automatic,2016-01-10,2016,,535000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,8.3,0
557953,Maruti Suzuki,CELERIO,ZXI MT,PETROL,Grey,25823,HATCHBACK,MANUAL,2014-01-11,2014,,425000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.0,0
558918,Maruti Suzuki,WAGON R 1.0,VXI + AMT,PETROL,Silver,32079,HATCHBACK,Manual,2018-01-03,2018,,550000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,7.9,0
559928,Maruti Suzuki,CELERIO,ZXI MT,PETROL,White,35379,HATCHBACK,MANUAL,2018-01-04,2018,,525000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.2,0
561335,Maruti Suzuki,SWIFT DZIRE,ZDI,DIESEL,Grey,90535,SEDAN,Manual,2014-01-12,2014,,600000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,0,7.6,0
563723,Hyundai,VENUE,SX O 1.0 TURBO IMT,PETROL,White,45340,SUV,,2021-01-06,2021,,950000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.0,0
564282,Hyundai,AURA,S 1.2 CNG PETROL,CNG,White,34866,SEDAN,,2020-01-01,2020,,855000.0000000001,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.2,0
564386,Hyundai,ELANTRA,L MT,DIESEL,White,69165,SEDAN,M,2014-01-03,2014,,650000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.4,0
565353,Mahindra,XUV300,1.5 W8 (O) AMT BS-VI,DIESEL,Red,34937,SUV,,2020-01-05,2020,,1251000.0,1.0,Maharashtra,Shiv Auto Wings,Pune,1,7.9,0
566188,Maruti Suzuki,VITARA BREZZA,ZDI,DIESEL,Red,57868,HATCHBACK,,2018-01-10,2018,,921000.0000000001,1.0,Maharashtra,Shiv Auto Wings,Pune,1,7.8,0
566190,Honda,JAZZ,1.2 ZX MT (I-VTEC),PETROL,White,10000,HATCHBACK,Manual,2021-01-09,2021,,991000.0,1.0,Maharashtra,Shiv Auto Wings,Pune,0,7.9,0
566194,Mahindra,SCORPIO,S8,DIESEL,Blue,110000,SUV,Manual,2014-01-10,2014,,861000.0,2.0,Maharashtra,Shiv Auto Wings,Pune,0,7.4,0
566196,Maruti Suzuki,SWIFT,ZXI,PETROL,Purple,65000,HATCHBACK,Manual,2016-01-10,2016,,581000.0,1.0,Maharashtra,Shiv Auto Wings,Pune,0,7.9,0
566206,Volkswagen,VENTO,DIESEL STYLE,DIESEL,Grey,80000,SEDAN,Automatic,2014-01-10,2014,,471000.0,2.0,Maharashtra,Shiv Auto Wings,Pune,0,7.6,0
567592,Honda,CITY ZX,VTEC,PETROL,Brown,50000,SEDAN,Manual,2008-01-08,2008,,254999.99999999997,3.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.8,0
567708,Hyundai,VERNA,FLUIDIC 1.6 SX VTVT,PETROL,White,32115,SEDAN,Manual,2017-01-04,2017,,750000.0,2.0,Maharashtra,Jeen Mata Motors,Pune,1,7.7,0
567838,Maruti Suzuki,SWIFT DZIRE,ZDI AT,DIESEL,Golden,79650,SEDAN,Manual,2018-01-02,2018,,775000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.0,0
568272,Toyota,ETIOS,V,PETROL,Silver,120000,SEDAN,Manual,2012-01-10,2012,,360000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,7.4,0
568450,Maruti Suzuki,S CROSS,1.3 ZETA,DIESEL,White,21435,SUV,,2017-01-05,2017,,825000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.6,0
568557,Hyundai,ELITE I20(2018-2019),ASTA 1.4 O CRDI,DIESEL,Red,73536,HATCHBACK,,2019-01-11,2019,,800000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.9,0
568824,Ford,ECOSPORT,TREND + 1.5L TI-VCT AT,PETROL,Silver,60848,SUV,Manual,2019-01-01,2019,,775000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.8,0
569028,Volkswagen,TAIGUN,TOPLINE 1.0 TSI AT,PETROL,Grey,24137,SUV,,2021-01-10,2021,,1700000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.0,0
569698,Maruti Suzuki,WAGON R 1.0,LXI,PETROL,White,50000,HATCHBACK,Manual,2016-01-03,2016,,385000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.1,0
569717,Volkswagen,VENTO,HIGHLINE 1.6 PETROL,PETROL,Silver,36531,SEDAN,Automatic,2016-01-01,2016,,620000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.7,0
569897,Honda,BRIO,EX MT,PETROL,Urban titanium,79640,HATCHBACK,Manual,2013-01-07,2013,,315000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.0,0
570175,Hyundai,I20,MAGNA O 1.2,PETROL,White,80998,HATCHBACK,Manual,2013-01-09,2013,,450000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.4,0
570267,Volkswagen,POLO,COMFORTLINE 1.2L PETROL,PETROL,Red,57377,HATCHBACK,Manual,2016-01-01,2016,,600000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2,0
571294,Tata,TIAGO,XZ PLUS CNG,CNG,Grey,25620,HATCHBACK,,2022-01-01,2022,,780000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.9,0
571917,Honda,AMAZE,1.2 SAT I VTEC,PETROL,Brown,33887,SEDAN,Automatic,2018-01-06,2018,,740000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.4,0
572094,Maruti Suzuki,SWIFT DZIRE,VXI,PETROL,White,42291,SEDAN,Manual,2016-01-01,2016,,575000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.1,0
572256,Maruti Suzuki,CELERIO(2017-2019),ZXI,PETROL,Pearl white,26905,HATCHBACK,,2018-01-12,2018,,530000.0,2.0,Maharashtra,OM Motors,Pune,1,8.5,0
572302,Honda,WR V,S MT PETROL,PETROL,Red,15085,SUV,,2019-01-02,2019,,775000.0,1.0,Maharashtra,OM Motors,Pune,1,7.5,0
572337,Honda,WR V,VX MT PETROL,PETROL,Silver,38236,SUV,,2018-01-01,2018,,819999.9999999999,1.0,Maharashtra,OM Motors,Pune,1,8.3,0
572341,Hyundai,CRETA,1.4 CRDI S PLUS,DIESEL,Pearl white,88115,COMPACTSUV,Automatic,2016-01-07,2016,,950000.0,1.0,Maharashtra,OM Motors,Pune,1,7.4,0
572576,Jeep,COMPASS,LONGITUDE 2.0 DIESEL,DIESEL,White,93235,SUV,,2017-01-05,2017,,1349000.0,1.0,Maharashtra,OM Motors,Pune,1,6.6,0
572578,Hyundai,VENUE(2020-2022),SX O 1.5 CRDI EXECUTIVE,DIESEL,Pearl white,52535,SUV,,2021-01-11,2021,,1180000.0,1.0,Maharashtra,OM Motors,Pune,1,8.6,0
572583,Mahindra,XUV500,W6,DIESEL,Arizona grey,120989,SUV,Manual,2014-01-08,2014,,625000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.6,0
572594,Maruti Suzuki,ALTO 800,LXI,PETROL,Silky silver,39112,HATCHBACK,Manual,2016-01-12,2016,,310000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.2,0
572671,Maruti Suzuki,VITARA BREZZA,ZDI AMT,DIESEL,White,52170,SUV,,2020-01-01,2020,,1025000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.2,0
572672,Maruti Suzuki,CIAZ,ALPHA 1.4 MT,PETROL,Silver,48500,SEDAN,,2017-01-11,2017,,740000.0,1.0,Maharashtra,OM Motors,Pune,0,8.1,0
572926,Kia,SELTOS,HTK 1.5 DIESEL,DIESEL,Red,16594,SUV,,2019-01-11,2019,,1350000.0,1.0,Maharashtra,OM Motors,Pune,1,8.7,0
573002,Maruti Suzuki,BALENO,ALPHA 1.2,PETROL,Blue,34587,HATCHBACK,,2016-01-01,2016,,625000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.0,0
573263,Honda,CITY,VX MT DIESEL,DIESEL,Brown,90330,SEDAN,Manual,2015-01-09,2015,,730000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.2,0
573326,Hyundai,I10,SPORTZ 1.2 AT KAPPA2,PETROL,Silver,640000,HATCHBACK,Automatic,2012-01-08,2012,,350000.0,1.0,Maharashtra,OM Motors,Pune,0,7.5,0
573328,Honda,CITY,V MT DIESEL,DIESEL,Red,87415,SEDAN,Manual,2015-01-02,2015,,650000.0,2.0,Maharashtra,OM Motors,Pune,1,6.3,0
573330,Honda,AMAZE,1.5 EMT I DTEC,DIESEL,Silver,79500,SEDAN,Manual,2013-01-06,2013,,440000.00000000006,1.0,Maharashtra,OM Motors,Pune,0,6.3,0
573333,Skoda,RAPID,ELEGANCE 1.6 MPFI AT,PETROL,Red,71669,SEDAN,Automatic,2017-01-06,2017,,725000.0,1.0,Maharashtra,OM Motors,Pune,1,6.8,0
573335,Maruti Suzuki,WAGON R 1.0,LXI CNG,CNG,Blue,82000,HATCHBACK,Manual,2013-01-08,2013,Company Fitted,399000.0,1.0,Maharashtra,OM Motors,Pune,0,6.8,1
573481,Honda,BRIO,S MT,PETROL,White,78422,HATCHBACK,Manual,2014-01-12,2014,,375000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.0,0
573751,Hyundai,GRAND I10 NIOS(2019-2023),SPORTZ 1.2 KAPPA VTVT CNG,CNG,Grey,62075,HATCHBACK,,2021-01-02,2021,Company Fitted,700000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.6,1
574031,Mahindra,XUV500,W9,DIESEL,White,76547,SUV,Manual,2019-01-10,2019,,1550000.0,1.0,Maharashtra,OM Motors,Pune,1,7.1,0
574034,Maruti Suzuki,WAGON R,LXI,PETROL,Blue,74000,HATCHBACK,Manual,2009-01-12,2009,,220000.00000000003,2.0,Maharashtra,OM Motors,Pune,0,6.5,0
574036,Volkswagen,VENTO,HIGHLINE 1.6 PETROL,PETROL,Black,63000,SEDAN,Automatic,2011-01-01,2011,,350000.0,2.0,Maharashtra,OM Motors,Pune,0,5.8,0
574172,Maruti Suzuki,BALENO,DELTA 1.3,DIESEL,Red,89802,HATCHBACK,,2017-01-09,2017,,650000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,6.8,0
574187,Maruti Suzuki,SWIFT,VXI,PETROL,White,53471,HATCHBACK,Manual,2017-01-09,2017,,525000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,0,7.6,0
574580,Volkswagen,VENTO,HIGHLINE PETROL AT,PETROL,Black,71000,SEDAN,Automatic,2010-01-11,2010,,340000.0,2.0,Maharashtra,OM Motors,Pune,0,5.7,0
575333,Maruti Suzuki,DZIRE,VXI AMT,PETROL,Grey,41139,SEDAN,,2019-01-05,2019,,790000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8,0
575826,Maruti Suzuki,BALENO,DELTA,DIESEL,Grey,33198,HATCHBACK,,2016-01-04,2016,,550000.0,2.0,Maharashtra,Jeen Mata Motors,Pune,1,7.7,0
576194,Hyundai,AURA,SX PLUS 1.2 AMT PETROL,PETROL,Grey,22821,SEDAN,,2020-01-11,2020,,790000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.9,0
576219,Volkswagen,POLO,HIGHLINE PLUS 1.0 P,PETROL,Brown,32106,HATCHBACK,Manual,2019-01-10,2019,,720000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8,0
576220,Maruti Suzuki,BALENO,DELTA,PETROL,Silver,43814,HATCHBACK,,2018-01-01,2018,,650000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.4,0
576389,Maruti Suzuki,WAGON R 1.0,VXI,PETROL,White,80876,HATCHBACK,Manual,2012-01-10,2012,After Market,295000.0,2.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,0,6.3,1
576957,Volkswagen,POLO,COMFORTLINE 1.2L PETROL,PETROL,White,62804,HATCHBACK,Manual,2013-01-06,2013,,434999.99999999994,1.0,Maharashtra,OM Motors,Pune,0,7.5,0
576958,Maruti Suzuki,SWIFT DZIRE,ZDI AT,DIESEL,Silver,83000,SEDAN,Manual,2017-01-01,2017,,749000.0,1.0,Maharashtra,OM Motors,Pune,0,6.7,0
577204,Mg,HECTOR,SHARP 1.5 DCT PETROL,PETROL,White,82679,SUV,,2019-01-09,2019,,1470000.0,1.0,Maharashtra,OM Motors,Pune,1,7.9,0
577659,Hyundai,GRAND I10,1.2 KAPPA SPORTZ,PETROL,Grey,38024,HATCHBACK,Manual,2019-01-10,2019,,600000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.8,0
577906,Mahindra,XUV500,W9,DIESEL,White,74400,SUV,Manual,2018-01-08,2018,,1380000.0,1.0,Maharashtra,OM Motors,Pune,0,6.8,0
577918,Tata,TIAGO,XT,PETROL,Blue,37042,HATCHBACK,,2017-01-05,2017,,495000.0,1.0,Maharashtra,Car&Bike Select - Sahyadri Motors Pune,Pune,1,8.4,0
578194,Maruti Suzuki,BALENO,DELTA (A/T),PETROL,Grey,24125,HATCHBACK,,2019-01-01,2019,,690000.0,1.0,Maharashtra,OM Motors,Pune,1,8.5,0
578505,Tata,TIAGO,REVOTRON XZ PLUS,PETROL,White,45390,HATCHBACK,,2021-01-08,2021,,625000.0,1.0,Maharashtra,OM Motors,Pune,1,8.9,0
578934,Maruti Suzuki,ERTIGA,VXI,PETROL,White,36617,MPV,Manual,2016-01-10,2016,,780000.0,1.0,Maharashtra,OM Motors,Pune,1,8.1,0
579199,Mahindra,XUV300,W8 OPTIONAL PETROL,PETROL,White,41683,SUV,,2021-01-01,2021,,1125000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7,0
579203,Renault,KWID,CLIMBER 1.0,PETROL,Blue,31683,HATCHBACK,,2018-01-11,2018,,400000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7,0
579205,Tata,TIAGO,XM DIESEL,DIESEL,Blue,81788,HATCHBACK,,2016-01-08,2016,,450000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.0,0
579315,Maruti Suzuki,VITARA BREZZA,ZDI+,DIESEL,Red,99000,HATCHBACK,,2019-01-11,2019,,921000.0000000001,1.0,Maharashtra,Shiv Auto Wings,Pune,0,7.7,0
579438,Maruti Suzuki,VITARA BREZZA,VDi,DIESEL,Metalic grey,32976,HATCHBACK,,2019-01-01,2019,,950000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.5,0
580445,Renault,DUSTER,85 PS RXS 4X2 MT,DIESEL,Orange,102000,SUV,Manual,2017-01-06,2017,,735000.0,2.0,Maharashtra,OM Motors,Pune,0,6.2,0
580619,Hyundai,EON,D LITE PLUS,PETROL,Dark grey,49917,HATCHBACK,Manual,2014-01-09,2014,,250000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.7,0
580823,Hyundai,ELITE I20,SPORTZ 1.2,PETROL,Silver,87944,HATCHBACK,manual,2018-01-03,2018,,675000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.0,0
580825,Honda,CITY,1.5 V MT,PETROL,Black,91000,SEDAN,Manual,2010-01-11,2010,,300000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.1,0
580926,Maruti Suzuki,CIAZ,VDI MT SHVS,DIESEL,Brown,45000,SEDAN,,2017-01-04,2017,,700000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.5,0
580964,Hyundai,AURA,SX PLUS 1.2 AMT PETROL,PETROL,Grey,15634,SEDAN,,2021-01-01,2021,,850000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.7,0
580967,Maruti Suzuki,WAGON R 1.0,LXI CNG,CNG,White,102197,HATCHBACK,Manual,2014-01-05,2014,Company Fitted,350000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.4,1
580971,Audi,A4,2.0 TDI 140BHP STANDARD,DIESEL,White,96000,SEDAN,Cvt,2013-01-05,2013,,1300000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.2,0
580982,Maruti Suzuki,CELERIO X,ZXI AMT,PETROL,White,58771,HATCHBACK,,2017-01-12,2017,,550000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.3,0
581111,Hyundai,CRETA,CRDI 1.4 E PLUS,DIESEL,Black,170758,SUV,Automatic,2016-01-01,2016,,925000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.4,0
581164,Maruti Suzuki,ALTO K10,VXI,PETROL,White,71000,HATCHBACK,Manual,2018-01-05,2018,After Market,350000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.7,1
581246,Maruti Suzuki,ERTIGA,VXI,PETROL,White,95509,MPV,Manual,2014-01-02,2014,,650000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.7,0
581356,Tata,NEXON,XZA PLUS DIESEL,DIESEL,Beige blue,95547,HATCHBACK,,2019-01-03,2019,,850000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.5,0
581421,Hyundai,I10,MAGNA 1.2,PETROL,White,54662,HATCHBACK,Manual,2010-01-03,2010,,280000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.1,0
581481,Hyundai,ELANTRA,2.0 SX O AT,PETROL,Pearl white,69000,SEDAN,M,2018-01-02,2018,,910000.0,2.0,Maharashtra,OM Motors,Pune,0,7.0,0
581734,Mahindra,TUV 300,T10 AMT DUAL TONE,DIESEL,G. red,86183,SUV,MANUAL,2017-01-06,2017,,850000.0,1.0,Maharashtra,OM Motors,Pune,1,7.6,0
581863,Maruti Suzuki,WAGON R 1.0,LXI CNG,CNG,White,81236,HATCHBACK,Manual,2017-01-01,2017,Company Fitted,530000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.9,1
581950,Hyundai,I20,SPORTZ 1.2 O,PETROL,White,64462,HATCHBACK,Manual,2015-01-04,2015,,480000.0,2.0,Maharashtra,OM Motors,Pune,1,6.7,0
581993,Maruti Suzuki,VITARA BREZZA,VDI AMT,DIESEL,Red,69768,SUV,,2019-01-05,2019,,900000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,7.8,0
581994,Tata,MANZA(2011_2015),EX QUADRAJET,DIESEL,Wine red,46624,SEDAN,,2013-01-12,2013,,365000.0,2.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,6.4,0
582005,Maruti Suzuki,SWIFT,VXI,PETROL,Grey,32547,HATCHBACK,Manual,2022-01-01,2022,,725000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.9,0
582008,Maruti Suzuki,CELERIO,ZXI AMT,PETROL,Grey,23035,HATCHBACK,MANUAL,2017-01-08,2017,,525000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.3,0
582045,Maruti Suzuki,SWIFT DZIRE,1.3 VDI AMT,DIESEL,White,43252,SEDAN,Manual,2018-01-03,2018,,825000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.0,0
582359,Maruti Suzuki,EECO,5 STR CNG WITH AC PLUSHTR,CNG,Silver,40267,VAN,Manual,2018-01-01,2018,Company Fitted,525000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.3,1
582535,Mahindra,XUV300,W8 DIESEL,DIESEL,Silver,69143,SUV,,2021-01-06,2021,,1125000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,0,7.2,0
582561,Hyundai,I10,SPORTZ 1.2 KAPPA2,PETROL,Red,17527,HATCHBACK,Manual,2013-01-06,2013,,350000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,7.6,0
582581,Maruti Suzuki,SWIFT DZIRE,VXI,PETROL,Blue,122145,SEDAN,Manual,2008-01-10,2008,,225000.0,3.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.5,0
582632,Maruti Suzuki,BALENO,DELTA 1.2,PETROL,Grey,41814,HATCHBACK,,2017-01-08,2017,,625000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,8.1,0
582634,Hyundai,VERNA,1.6 CRDI SX,DIESEL,Black,49261,SEDAN,Manual,2018-01-03,2018,,1050000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,1,6.9,0
582647,Hyundai,i20,SPORTZ 1.2,PETROL,White,16694,HATCHBACK,,2021-01-03,2021,,850000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,1,8.7,0
582684,Mahindra,SCORPIO,S11 2WD,DIESEL,Silver,126307,SUV,Manual,2018-01-09,2018,,1350000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,0,5.9,0
582763,Maruti Suzuki,SWIFT,VDI,DIESEL,White,46703,HATCHBACK,Manual,2019-01-03,2019,,800000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,0,8.4,0
583012,Maruti Suzuki,CELERIO,VXI AMT,PETROL,Silver,36433,HATCHBACK,MANUAL,2014-01-10,2014,,395000.0,1.0,Maharashtra,OM Motors,Pune,1,6.9,0
583013,Volkswagen,VENTO,HIGHLINE 1.2 PETROL AT,PETROL,Pearl white,65950,SEDAN,Automatic,2016-01-02,2016,,640000.0,1.0,Maharashtra,OM Motors,Pune,1,6.8,0
583075,Bmw,X1(2010-2012),SDRIVE20D M SPORT,DIESEL,Blue,104000,SUV,,2011-01-03,2011,,500000.0,4.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,5.1,0
583137,Tata,TIGOR,REVOTORQ XT,DIESEL,Red,58287,SEDAN,,2018-01-03,2018,,585000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.2,0
583140,Honda,CITY(2017-2020),SV PETROL,PETROL,Red,106118,SEDAN,,2017-01-07,2017,,680000.0,1.0,Maharashtra,Car&Bike Superstore Pune,Pune,0,7.2,0
583308,Ford,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Diamond white,91160,SUV,Manual,2016-01-05,2016,,670000.0,1.0,Maharashtra,OM Motors,Pune,1,7.0,0
583432,Mahindra,BOLERO,DI,DIESEL,Grey,80692,SUV,Manual,2012-01-01,2012,,480000.0,1.0,Maharashtra,Jeen Mata Motors,Pune,0,6.7,0
