id,company,model,variant,fueltype,colour,kilometer,bodystyle,transmissiontype,manufacturedate,modelyear,cngkit,price,owner,dealerstate,dealername,city,warranty,qualityscore,car_age
578393,Mahindra,Xuv 500,W10,Diesel,Other,62091,Suv,Nan,01-02-2017,2017,Nan,10.5 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.8,8
578395,Hyundai,Creta,1.4 Crdi S Plus,Diesel,Other,57380,Compactsuv,Nan,01-09-2015,2015,Nan,8.25 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.5,10
578414,Hyundai,Verna(2017-2020),1.6 Vtvt Sx,Petrol,Black,48751,Sedan,Nan,01-05-2018,2018,Nan,8.7 Lakhs,2Nd Owner,Delhi,Sai Motors,Delhi,1,8.1,7
578426,Toyota,Innova Crysta,2.8 Zx At 7 Str,Diesel,White,44719,Mpv,Nan,01-07-2017,2017,Nan,18.25 Lakhs,2Nd Owner,Delhi,Carz Villa,Delhi,1,7.7,8
578486,Toyota,Corolla Altis(2014-2017),1.8 Vl At,Petrol,White,110000,Sedan,Nan,01-06-2014,2014,Nan,8.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,0,7.0,11
578488,Skoda,Octavia,1.8 Tsi Ambition Plus At,Petrol,White,56869,Sedan,Nan,01-02-2017,2017,Nan,12.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,8.0,8
578514,Hyundai,Elantra,Vtvt S 1.8 Bs Iv,Petrol,Black,64000,Sedan,Nan,01-05-2013,2013,Nan,6.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,0,7.0,12
578587,Honda,Amaze,1.2 Smt I Vtec,Petrol,Red,50898,Sedan,Manual,01-05-2019,2019,Nan,5.95 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.5,6
579560,Skoda,Octavia,Elegance 1.8 Tsi At,Petrol,Silver,49832,Sedan,Automatic,01-11-2014,2014,Nan,10.5 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.3,11
580091,Mg,Hector Plus(2021-2023),Sharp 2.0 Diesel,Diesel,Black,884,Suv,Nan,01-07-2023,2023,Nan,22 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,2
580129,Toyota,Innova,2.5 Gx 8 Str Bs Iv,Diesel,Silver,71063,Suv,Manual,01-01-2014,2014,Nan,8.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.4,11
580287,Mg,Astor,Savvy Turbo At,Petrol,White,9493,Suv,Nan,01-11-2021,2021,Nan,16.25 Lakhs,2Nd Owner,Delhi,Car Choice Exclusif,Delhi,1,8.3,4
580562,Tata,Nexon,Xma Petrol,Petrol,White,45555,Hatchback,Nan,01-01-2019,2019,Nan,7.5 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,8.5,6
580577,Jeep,Compass,Limited 2.0 Diesel,Diesel,Silver,39936,Suv,Nan,01-10-2017,2017,Nan,11.9 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,8.0,8
580877,Toyota,Innova Crysta,2.8 Zx At 7 Str,Diesel,Golden Beige,54104,Mpv,Nan,01-10-2019,2019,Nan,18.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.0,6
580944,Honda,Crv,2.4 At,Petrol,Silver,75000,Suv,Automatic,01-05-2014,2014,Nan,9.5 Lakhs,3Rd Owner,Delhi,Sai Motors,Delhi,0,6.6000000000000005,11
581124,Maruti Suzuki,Swift,Vxi Amt,Petrol,White,32596,Hatchback,Nan,01-08-2022,2022,Nan,7.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.9,3
581127,Maruti Suzuki,Baleno,Alpha 1.2,Petrol,Grey,17243,Hatchback,Nan,01-08-2018,2018,Nan,7.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.4,7
581241,Honda,Jazz,1.2 V Cvt I Vtec Bsiv,Petrol,Brown,41000,Hatchback,Nan,01-03-2017,2017,Nan,5.95 Lakhs,2Nd Owner,Delhi,Sai Motors,Delhi,0,7.6,8
581525,Honda,City 5Th Gen,V Petrol Bs-Vi,Petrol,Silver,37838,Sedan,Nan,01-02-2021,2021,Nan,10.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,8.1,4
581674,Renault,Triber,Rxt,Petrol,Silver,10064,Mpv,Nan,01-02-2020,2020,Nan,6.6 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.7,5
581686,Maruti Suzuki,Baleno,Delta,Petrol,Red,33962,Hatchback,Nan,01-06-2017,2017,Nan,5.35 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,8.3,8
581689,Mahindra,Xuv500(2017_2018),W6 At 1.99,Diesel,White,62915,Suv,Nan,01-04-2017,2017,Nan,9.9 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.6,8
581692,Bmw,X1,Sdrive 20D,Diesel,Orange,44300,Suv,Automatic,01-12-2014,2014,Nan,10.9 Lakhs,1St Owner,Delhi,Max Motors,Delhi,0,7.0,11
581693,Audi,A3,35 Tdi Technology + Sunroof,Diesel,White,47549,Sedan,Nan,01-12-2014,2014,Nan,12.5 Lakhs,1St Owner,Delhi,Max Motors,Delhi,0,6.9,11
581705,Hyundai,Creta,1.6 Vtvt S,Petrol,White,36823,Compactsuv,Nan,01-02-2016,2016,Nan,8.1 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.6,9
581706,Kia,Seltos(2020-2022),Htk 1.5,Petrol,White,24518,Suv,Nan,01-08-2020,2020,Nan,11.25 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,8.6,5
581712,Skoda,Octavia(2015-2017),Elegance 1.8 Tsi At,Petrol,Silver,72344,Sedan,Nan,01-03-2016,2016,Nan,10.75 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.3,9
581722,Toyota,Innova Crysta,2.8 Gx At 7 Str,Diesel,Grey,85420,Mpv,Nan,01-05-2018,2018,Nan,16 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.4,7
581725,Mercedes Benz,C Class,200 Cgi Avantgarde,Petrol,Silver,82000,Sedan,Automatic,01-01-2011,2011,Nan,6.75 Lakhs,2Nd Owner,Delhi,Max Motors,Delhi,0,6.6000000000000005,14
581928,Honda,City(2011-2014),1.5 S At,Petrol,Golden Beige,84000,Sedan,Nan,01-08-2012,2012,After Market,4.25 Lakhs,2Nd Owner,Delhi,Max Motors,Delhi,0,6.6000000000000005,13
582036,Hyundai,Grand I10,Asta At 1.2 Kappa Vtvt,Petrol,Stain Grey,65000,Hatchback,Automatic,01-12-2015,2015,Nan,4.75 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,0,8.0,10
582060,Maruti Suzuki,Dzire,Vxi Amt,Petrol,Silver,14905,Sedan,Nan,01-12-2018,2018,Nan,6.75 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,8.4,7
582064,Hyundai,Creta,1.6E Plus,Petrol,Blue,68400,Suv,Nan,01-08-2017,2017,Nan,7.9 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.8,8
582131,Mercedes Benz,Cla Class,200 Cdi Sport,Diesel,Dark Blue,13504,Sedan,Nan,01-06-2019,2019,Nan,28.5 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.3,6
582230,Jeep,Compass,Limited 2.0 Diesel 4X4,Diesel,Silver,38751,Suv,Nan,01-08-2018,2018,Nan,14.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.9,7
582245,Honda,City,1.5 Vx Cvt,Petrol,White,54219,Sedan,Nan,01-03-2016,2016,Nan,7.95 Lakhs,2Nd Owner,Delhi,Sai Motors,Delhi,1,7.4,9
582252,Mercedes Benz,C Class,200 K Elegance At,Petrol,White,34000,Sedan,Automatic,01-03-2010,2010,Nan,8.75 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,0,6.6000000000000005,15
582275,Ford,Endeavour,Titanium 3.2 4X4 At,Diesel,Red,64788,Suv,Nan,01-06-2017,2017,Nan,23.9 Lakhs,2Nd Owner,Delhi,Sai Motors,Delhi,1,7.4,8
582281,Audi,A6(2011-2015),2.0 Tdi,Diesel,Grey,77000,Sedan,Nan,01-02-2013,2013,Nan,8.25 Lakhs,1St Owner,Delhi,Max Motors,Delhi,0,6.6000000000000005,12
582302,Toyota,Corolla Altis,1.8 Vl At,Petrol,Silver,80000,Sedan,Automatic,01-03-2012,2012,Nan,4.5 Lakhs,2Nd Owner,Delhi,Auto Elite,Delhi,0,6.6000000000000005,13
582363,Skoda,Superb,Elegance 1.8 Tsi At,Petrol,Grey,67615,Sedan,Nan,01-08-2013,2013,Nan,6.75 Lakhs,2Nd Owner,Delhi,Auto Elite,Delhi,1,6.6000000000000005,12
582383,Maruti Suzuki,Baleno,Delta 1.2 Bs-Vi,Petrol,White,22376,Hatchback,Nan,01-04-2021,2021,Nan,6.9 Lakhs,1St Owner,Delhi,Max Motors,Delhi,0,8.8,4
582553,Maruti Suzuki,Xl6,Alpha At Petrol,Petrol,Silver,17814,Mpv,Nan,01-10-2020,2020,Nan,12.95 Lakhs,2Nd Owner,Delhi,Guru Kripa Motors,Delhi,1,8.2,5
582785,Maruti Suzuki,Ciaz,Sigma 1.3 Hybrid,Petrol,Silver,73812,Sedan,Nan,01-07-2018,2018,Nan,6.9 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.8,7
582996,Ford,Ecosport,Titanium 1.5L Tdci,Diesel,White,60790,Suv,Nan,01-11-2018,2018,Nan,7.8 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,8.0,7
583186,Tata,Hexa,Xe 4X2 7 Str,Diesel,White,14713,Suv,Nan,01-11-2018,2018,Nan,11.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.0,7
583283,Hyundai,Creta,1.6 Vtvt Sx Plus,Petrol,White,50264,Compactsuv,Nan,01-07-2017,2017,Nan,10 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.6,8
583291,Honda,City,S Mt Diesel,Diesel,Cherry,60752,Sedan,Nan,01-01-2014,2014,Nan,3.75 Lakhs,1St Owner,Delhi,Max Motors,Delhi,0,7.0,11
583338,Mg,Hector Plus,Sharp Pro 1.5 Petrol Turbo Cvt 6 Str,Petrol,White,4468,Suv,Nan,01-01-2023,2023,Nan,22.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,2
583423,Honda,Wr V,Vx Mt Petrol,Petrol,White,48262,Suv,Nan,01-05-2017,2017,Nan,6.75 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.8,8
583442,Honda,City,Vx Cvt Petrol,Petrol,White,22101,Sedan,Automatic,01-07-2016,2016,Nan,7.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.5,9
583445,Mahindra,Xuv 500,W10,Diesel,White,54131,Suv,Nan,01-01-2016,2016,Nan,9.8 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.3,9
583458,Volkswagen,Tiguan,Highline Tdi,Diesel,Silver,44191,Suv,Nan,01-09-2017,2017,Nan,19.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.7,8
583461,Toyota,Fortuner,2.8 2Wd Mt,Diesel,White,43621,Suv,Nan,01-12-2018,2018,Nan,27.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.0,7
583463,Audi,A6,35 Tdi Technology,Diesel,Black,49000,Sedan,Nan,01-07-2015,2015,Nan,14.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,0,7.2,10
583464,Audi,A6,2.0 Tdi Premium Plus,Diesel,White,22000,Sedan,Automatic,01-02-2014,2014,Nan,14.5 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,0,6.9,11
583715,Hyundai,Verna,1.6 Vtvt Sx,Petrol,Black,55176,Sedan,Nan,01-02-2019,2019,Nan,9.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.3,6
584982,Mahindra,Kuv100,K6 6 Seater Petrol,Petrol,Orange,13812,Hatchback,Nan,01-03-2017,2017,Nan,4.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,8.3,8
585063,Honda,Accord,2.4 At,Petrol,Urban Titanium,82000,Sedan,Automatic,01-02-2011,2011,Nan,4.75 Lakhs,2Nd Owner,Delhi,Max Motors,Delhi,0,6.6000000000000005,14
585067,Maruti Suzuki,Dzire,Vxi Cng,Cng,Metallic Grey,25590,Sedan,Nan,01-03-2022,2022,Nan,8.75 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,8.8,3
585094,Honda,City,1.5 Vx Cvt,Petrol,White,31341,Sedan,Nan,01-03-2019,2019,Nan,10.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.9,6
585105,Toyota,Corolla Altis,1.8 Vl,Petrol,White,40565,Sedan,Manual,01-12-2018,2018,Nan,14.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.0,7
585132,Mahindra,Xuv700,Ax7 At Luxury Pack,Petrol,White,23782,Suv,Nan,01-12-2021,2021,Nan,24.85 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.8,4
585140,Volkswagen,Virtus,Topline 1.0 Tsi Mt,Petrol,White,10675,Sedan,Nan,01-09-2022,2022,Nan,14.75 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,9.0,3
585157,Honda,Wr V,Vx Mt Petrol,Petrol,Modern Grey,13061,Suv,Nan,01-09-2019,2019,Nan,8.75 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.4,6
585294,Hyundai,Creta,1.6 Vtvt Sx Plus,Petrol,Black,60914,Compactsuv,Nan,01-12-2015,2015,Nan,8.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.3,10
585339,Toyota,Innova Crysta,2.4 Zx 7 Str,Diesel,Silver,48144,Mpv,Nan,01-01-2018,2018,Nan,18.75 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,7.8,7
585714,Mahindra,Xuv700,Ax7 Diesel At Luxury Pack,Diesel,Silver,30641,Suv,Nan,01-12-2021,2021,Nan,23.35 Lakhs,2Nd Owner,Delhi,Car Choice Exclusif,Delhi,1,8.3,4
585786,Renault,Duster,Rxe Petrol,Petrol,Orange,39692,Suv,Nan,01-12-2017,2017,Nan,5.85 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.9,8
585888,Maruti Suzuki,Swift,Lxi,Petrol,White,52634,Hatchback,Manual,01-06-2020,2020,Nan,5.75 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,8.4,5
586022,Honda,City(2017-2020),V Petrol,Petrol,Silver,72242,Sedan,Nan,01-01-2018,2018,Nan,8 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.5,7
586023,Mg,Hector Plus(2021-2023),Sharp 1.5 Dct Petrol,Petrol,White,20661,Suv,Nan,01-07-2021,2021,Nan,16 Lakhs,2Nd Owner,Delhi,Max Motors,Delhi,1,8.4,4
586024,Maruti Suzuki,Alto 800,Lxi,Petrol,Grey,48662,Hatchback,Manual,01-05-2014,2014,Nan,2.1 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,7.8,11
586063,Hyundai,Santro,Sportz Amt,Petrol,Stain Grey,28574,Hatchback,Nan,01-03-2019,2019,Nan,4.4 Lakhs,2Nd Owner,Delhi,Max Motors,Delhi,1,8.3,6
586092,Toyota,Fortuner (2012_2016),3.0 4X2 At,Diesel,White,62923,Suv,Nan,01-05-2014,2014,Nan,14.75 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,6.9,11
586102,Mercedes Benz,E-Class(2015-2017),E 250 Cdi Edition E,Diesel,Black,70123,Sedan,Nan,01-03-2017,2017,Nan,20 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,0,7.5,8
586114,Datsun,Go,T,Petrol,Blue,23135,Hatchback,Nan,01-10-2014,2014,Nan,2.5 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,7.8,11
586117,Mercedes Benz,E-Class(2013-2015),E 250 Cdi Avantgarde,Diesel,Black,54123,Sedan,Nan,01-02-2015,2015,Nan,18.5 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,0,7.1,10
586129,Maruti Suzuki,Dzire(2017-2020),Zxi,Petrol,White,36719,Sedan,Nan,01-05-2018,2018,Nan,6.3 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.3,7
586134,Hyundai,I20,Sportz 1.2 Ivt,Petrol,Dark Blue,5588,Hatchback,Nan,01-03-2023,2023,Nan,8.9 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,9.0,2
586181,Honda,Brio,S Mt,Petrol,Blue,41000,Hatchback,Manual,01-03-2013,2013,Nan,3.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,0,7.6,12
586182,Toyota,Corolla Altis,1.8 G,Petrol,Gold,67280,Sedan,Manual,01-09-2015,2015,Nan,8.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.2,10
586222,Hyundai,Creta,Sx 1.5 Petrol,Petrol,White,24057,Suv,Nan,01-09-2022,2022,Nan,17.35 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.8,3
586262,Mahindra,Xuv700,Ax7 Pet At 7 Seater,Petrol,Silver,29938,Suv,Nan,01-02-2022,2022,Nan,23 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.4,3
586433,Mahindra,Scorpio,S6 Plus,Diesel,White,72605,Suv,Nan,01-07-2017,2017,Nan,9.9 Lakhs,1St Owner,Delhi,Carz Villa,Delhi,1,7.7,8
586531,Tata,Nexon,Xm S,Petrol,Green,14602,Hatchback,Nan,01-12-2021,2021,Nan,9.25 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,8.8,4
586541,Maruti Suzuki,Swift,Lxi,Petrol,Metalic Grey,26190,Hatchback,Manual,01-12-2018,2018,Nan,5.25 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,8.4,7
586561,Maruti Suzuki,Swift,Lxi,Petrol,Pearl White,43722,Hatchback,Manual,01-03-2021,2021,Nan,5.9 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,8.8,4
586874,Toyota,Urban Cruiser Hyryder,V Neo Drive,Hybrid,White,16532,Suv,Nan,01-01-2023,2023,Nan,18.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,2
586876,Maruti Suzuki,Vitara Brezza,Zxi Plus At Shvs,Petrol,Grey,10252,Suv,Nan,01-12-2020,2020,Nan,10.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.6,5
586881,Hyundai,I20,Sportz 1.2 O,Petrol,Blue,45704,Hatchback,Manual,01-10-2016,2016,Nan,5.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.1,9
586884,Hyundai,I20,Magna Vtv Bsiv,Petrol,White,52453,Hatchback,Nan,01-12-2017,2017,Nan,5.5 Lakhs,2Nd Owner,Delhi,Car Choice Exclusif,Delhi,1,7.9,8
586893,Maruti Suzuki,Baleno,Alpha 1.2 At,Petrol,Red,44294,Hatchback,Nan,01-10-2017,2017,Nan,6.95 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.9,8
586908,Toyota,Glanza,V,Petrol,Silver,39204,Hatchback,Nan,01-11-2019,2019,Nan,7.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.5,6
586925,Mahindra,Kuv100(2016_2017),K6Plus D 6 Str,Diesel,C Silver,38759,Suv,Nan,01-04-2016,2016,Nan,4.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,8.0,9
586929,Ford,Ecosport,Titanium 1.5 Ti Vct,Petrol,Grey,48143,Suv,Manual,01-11-2016,2016,Nan,6.75 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.8,9
586952,Mg,Hector(2021-2023),Sharp 2.0 Diesel,Diesel,White,11066,Suv,Nan,01-06-2022,2022,Nan,20.5 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.9,3
587134,Mercedes Benz,C Class,C 200 Cgi Elegance,Petrol,Beige,64000,Sedan,Manual,01-03-2011,2011,Nan,8.75 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,0,6.6000000000000005,14
587140,Hyundai,Elite I20,Asta 1.2 At,Petrol,White,28215,Hatchback,Nan,01-11-2018,2018,Nan,7.5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.1,7
587170,Hyundai,Elite I20,Asta 1.2,Petrol,Silver,39000,Hatchback,Automatic,01-08-2015,2015,Nan,5.25 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,0,7.7,10
587196,Renault,Kwid,1.0 Rxt O,Petrol,Red,21534,Hatchback,Nan,01-04-2019,2019,Nan,3.95 Lakhs,1St Owner,Delhi,Guru Kripa Motors,Delhi,1,8.6,6
587263,Jeep,Compass,Limited 1.4 Petrol At,Petrol,Black,54871,Suv,Nan,01-05-2018,2018,Nan,14.75 Lakhs,1St Owner,Delhi,Sai Motors,Delhi,1,7.9,7
587311,Skoda,Rapid(2011-2014),1.6 Mpi Active,Petrol,White,45028,Sedan,Nan,01-01-2012,2012,Nan,3.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,0,7.1,13
587317,Honda,Amaze,1.2 Smt I Vtec,Petrol,Silver,47176,Sedan,Manual,01-10-2013,2013,Nan,3.6 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.3,12
587320,Hyundai,Venue,Sx Plus 1.0 Turbo Dct,Petrol,Silver,49384,Suv,Nan,01-01-2020,2020,Nan,9.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,8.3,5
587391,Honda,City,Sv Mt Petrol,Petrol,Red,19775,Sedan,Manual,01-11-2014,2014,Nan,6.25 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.2,11
587483,Hyundai,Creta,1.6 Vtvt Sx Plus,Petrol,White,67703,Compactsuv,Nan,01-03-2016,2016,Nan,8.5 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.4,9
587512,Hyundai,Grand I10,Asta 1.2 Kappa Vtvt,Petrol,Red,32410,Hatchback,Nan,01-02-2019,2019,Nan,5.4 Lakhs,1St Owner,Delhi,Max Motors,Delhi,1,8.3,6
587529,Honda,City,1.5 S Mt,Petrol,Silver,84840,Sedan,Manual,01-04-2013,2013,Nan,4.25 Lakhs,1St Owner,Delhi,Max Motors,Delhi,0,6.8,12
587943,Hyundai,Verna,1.6 Vtvt Sx O At,Petrol,White,41845,Sedan,Nan,01-11-2018,2018,Nan,9.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.0,7
587983,Honda,City(2017-2020),Vx Cvt Petrol,Petrol,Grey,36218,Sedan,Nan,01-05-2019,2019,Nan,10.75 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.1,6
588390,Maruti Suzuki,Ciaz,Zxi Mt,Petrol,Brown,57305,Sedan,Nan,01-03-2015,2015,Nan,5.9 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,7.3,10
588597,Hyundai,Verna,Sx 1.5 Vtvt,Petrol,Black,16669,Sedan,Nan,01-04-2023,2023,Nan,13.95 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,9.0,2
588690,Mahindra,Kuv100,K4 Plus 5 Seater Petrol,Petrol,Blue,32576,Hatchback,Nan,01-01-2016,2016,Nan,3.9 Lakhs,1St Owner,Delhi,Auto Elite,Delhi,1,8.0,9
588696,Kia,Seltos,Gtx 1.4,Petrol,White,60937,Suv,Nan,01-10-2019,2019,Nan,12.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.9,6
588837,Hyundai,Grand I10,Sportz 1.2 Kappa Vtvt,Petrol,White,38520,Hatchback,Manual,01-09-2018,2018,Nan,5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.4,7
588889,Ford,Ecosport,Titanium 1.5 Ti Vct At,Petrol,White,40714,Suv,Automatic,01-08-2015,2015,Nan,5.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,7.3,10
588940,Renault,Kwid(2020-2021),Climber 1.0 Amt O,Petrol,Blue,34168,Hatchback,Nan,01-01-2020,2020,Nan,5 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.6,5
589043,Maruti Suzuki,Swift,Vxi,Petrol,Silky Silver,25711,Hatchback,Manual,01-05-2018,2018,Nan,5.85 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,1,8.4,7
589122,Honda,City,Sv Mt Petrol,Petrol,White,38962,Sedan,Manual,01-12-2015,2015,Nan,6.25 Lakhs,1St Owner,Delhi,Car Choice Exclusif,Delhi,0,7.5,10
525978,Chevrolet,Spark,E 1.0,Petrol,Red,43800,Hatchback,Manual,01-06-2011,2011,Nan,1.45 Lakhs,1St Owner,Haryana,Taneja Fourwheels,Gurgaon,0,7.6,14
525988,Hyundai,I10,Magna,Petrol,Golden,55300,Hatchback,Manual,01-08-2010,2010,Nan,1.7 Lakhs,2Nd Owner,Haryana,Taneja Fourwheels,Gurgaon,0,6.7,15
526497,Honda,City,1.5 V Mt,Diesel,Black,47080,Sedan,Manual,01-06-2017,2017,Nan,7.95 Lakhs,1St Owner,Haryana,Shree Radha Krishna Motors,Gurgaon,1,7.8,8
528004,Tata,Hexa,Xt 4X2 6 Str,Diesel,Grey,53614,Suv,Nan,01-08-2017,2017,Nan,10.45 Lakhs,1St Owner,Haryana,Car Chacha,Gurgaon,1,7.9,8
529514,Jeep,Compass,Limited O 1.4 Petrol At,Petrol,Red,44588,Suv,Nan,01-05-2018,2018,Nan,14.75 Lakhs,1St Owner,Haryana,Shree Radha Krishna Motors,Gurgaon,1,8.1,7
530431,Hyundai,I20,1.2 Era,Petrol,Silver,54716,Hatchback,Manual,01-03-2018,2018,Nan,5.95 Lakhs,1St Owner,Haryana,Car Chacha,Gurgaon,1,7.9,7
531083,Kia,Seltos,Htk Plus 1.5,Petrol,Red,27487,Suv,Nan,01-06-2020,2020,Nan,12.9 Lakhs,1St Owner,Haryana,Shree Radha Krishna Motors,Gurgaon,1,8.1,5
532089,Maruti Suzuki,Ignis,Delta 1.2 At,Petrol,White,21442,Hatchback,Nan,01-02-2018,2018,Nan,5.95 Lakhs,1St Owner,Haryana,Car Chacha,Gurgaon,1,7.6,7
532152,Maruti Suzuki,Swift,Vdi,Diesel,Grey,86127,Hatchback,Manual,01-04-2016,2016,Nan,4.5 Lakhs,2Nd Owner,Haryana,Taneja Fourwheels,Gurgaon,0,7.8,9
532212,Bmw,X1,Sdrive20D Expedition,Diesel,Blue,29778,Suv,A,01-06-2018,2018,Nan,25.95 Lakhs,1St Owner,Haryana,Shree Radha Krishna Motors,Gurgaon,1,7.9,7
534086,Maruti Suzuki,Baleno,Zeta At 1.2,Petrol,Blue,48520,Hatchback,Nan,01-08-2017,2017,Nan,6.25 Lakhs,1St Owner,Haryana,Instant Solutions,Gurgaon,1,7.7,8
536132,Renault,Kwid,1.0 Rxt O,Petrol,Silver,35231,Hatchback,Nan,01-11-2018,2018,Nan,3.65 Lakhs,1St Owner,Haryana,Car Chacha,Gurgaon,1,8.1,7
537161,Maruti Suzuki,Baleno,Delta,Petrol,Metallic Silver,8859,Hatchback,Nan,01-03-2021,2021,Nan,7.2 Lakhs,1St Owner,Haryana,Instant Solutions,Gurgaon,1,7.8,4
